round,feature,split,gain,random_gain_threshold,random_split_threshold,valid_auc,survives
0,his_360_day_csh_apl_ord_cnt,17.0,3458.358054161072,81.26804876327515,9.0,0.9297574312805129,True
0,cnt_event_result_1_uid_recent_days_120,14.0,2749.8397645950317,81.26804876327515,9.0,0.9297574312805129,True
0,ddf_mdl_lst_ord_crt_dte,1.0,12.02929973602295,81.26804876327515,9.0,0.9297574312805129,False
0,cnt_avb_lmt_2m_v2,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,abf_1y_inter_1m_count_down,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,payment_day_6m,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,unpaid_principal_future_light_add_heavy,25.0,13076.977769851685,81.26804876327515,9.0,0.9297574312805129,True
0,ord_apl_sum_prc_amt_360_day,28.0,8097.625673651695,81.26804876327515,9.0,0.9297574312805129,True
0,stg_pln_pay_off_sum_prc_amt_1m,1.0,7.605939865112305,81.26804876327515,9.0,0.9297574312805129,False
0,abf_1y_inter_1m_sum_up,1.0,5.029160022735596,81.26804876327515,9.0,0.9297574312805129,False
0,max_prc_amt_pmth_3m,3.0,39.85550022125244,81.26804876327515,9.0,0.9297574312805129,False
0,bf_3m_inter_1m_sum_up,2.0,24.374470710754395,81.26804876327515,9.0,0.9297574312805129,False
0,ord_apl_sum_prc_amt_90_day,6.0,26253.842557907104,81.26804876327515,9.0,0.9297574312805129,True
0,ord_apl_max_prc_amt_180_day,14.0,21936.148162841797,81.26804876327515,9.0,0.9297574312805129,True
0,stg_pln_max_rep_prc_1m_his,4.0,729.2619857788086,81.26804876327515,9.0,0.9297574312805129,True
0,stg_pln_cnt_d0_rep_24m,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,his_180_day_csh_apl_ord_cnt_his_rto,9.0,10753.384283065796,81.26804876327515,9.0,0.9297574312805129,True
0,pmt_crd_amt_pmonth_his,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,pmt_crd_nmb_3m,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,abf_1y_inter_1m_count_up,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,3m_used_lmt_second_der_stddev,4.0,61.60409069061279,81.26804876327515,9.0,0.9297574312805129,False
0,his_90_day_csh_apl_ord_cnt_his_rto,6.0,28468.76184654236,81.26804876327515,9.0,0.9297574312805129,True
0,18m_used_lmt_second_der_small_0_count,3.0,55.595601081848145,81.26804876327515,9.0,0.9297574312805129,False
0,d30_d60_apl_ord_cnt_rat,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,dau_90d,48.0,2843.1865618228912,81.26804876327515,9.0,0.9297574312805129,True
0,6m_used_lmt_second_der_min,8.0,109.90792942047119,81.26804876327515,9.0,0.9297574312805129,True
0,d60_apl_ord_prc_amt_per_stg_max_all,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,cnt_other_info_auto_deduct_uid_recent_days_540,2.0,32.13860034942627,81.26804876327515,9.0,0.9297574312805129,False
0,af_1y_inter_1m_sum_up,1.0,16.85689926147461,81.26804876327515,9.0,0.9297574312805129,False
0,pst_ord_apl_suc_max_prc_amt_180_day,1.0,11.578900337219238,81.26804876327515,9.0,0.9297574312805129,False
0,d60_apl_ord_prc_amt_per_stg_avg_all,3.0,54.67590045928955,81.26804876327515,9.0,0.9297574312805129,False
0,ord_apl_suc_weighted_stg_num_180_day,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,div_amt_event_type_repay_loan,8.0,151.08430767059326,81.26804876327515,9.0,0.9297574312805129,True
0,d60_d360_apl_ord_prc_amt_avg_rat,1.0,10.733799934387207,81.26804876327515,9.0,0.9297574312805129,False
0,his_360_day_csh_apl_ord_cnt_his_rto,8.0,1627.908670425415,81.26804876327515,9.0,0.9297574312805129,True
0,3m_used_lmt_second_der_small_0_count,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,stg_pln_sum_prc_amt_d0_rep_24m,3.0,34.2425594329834,81.26804876327515,9.0,0.9297574312805129,False
0,d365_avl_lmt_con_drp_month_max,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,6m_used_lmt_first_der_min,7.0,122.41660118103027,81.26804876327515,9.0,0.9297574312805129,True
0,ord_apl_suc_cnt_720_day_13_18,1.0,12.068300247192383,81.26804876327515,9.0,0.9297574312805129,False
0,18m_used_lmt_second_der_min,16.0,262.59768599271774,81.26804876327515,9.0,0.9297574312805129,True
0,stg_pln_max_rep_prc_12m_his,1.0,9.124250411987305,81.26804876327515,9.0,0.9297574312805129,False
0,cnt_other_info_manual_repay_uid_recent_days_90,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,ord_apl_suc_cnt_720_day_07_12,1.0,53.581600189208984,81.26804876327515,9.0,0.9297574312805129,False
0,ddf_24m_rep_dte_neg_7_crt_dt_ord_cnt,10.0,429.48669719696045,81.26804876327515,9.0,0.9297574312805129,True
0,af_6m_inter_1m_count_down,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,6thord_con_dsc_apply_amt_max,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,stg_pln_pay_off_max_prc_amt_pday_12m,1.0,13.511099815368652,81.26804876327515,9.0,0.9297574312805129,False
0,stg_pln_pay_off_cnt_14d,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,12m_used_lmt_second_der_max,9.0,61.32972627878189,81.26804876327515,9.0,0.9297574312805129,False
0,ddf_24m_rep_dte_neg_7_crt_dt_rep_prc_amt,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,stg_pln_min_prc_amt_12m_ftr_cash,1.0,16.99519920349121,81.26804876327515,9.0,0.9297574312805129,False
0,ord_apl_sum_prc_amt_180_day_07_12,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,his_180_day_prc_amt_3_000_flg_apl_ord_cnt,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,ord_apl_sum_prc_amt_180_day_13_18,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,stg_pln_sum_rep_prc_6m_his_d0_mrn_pk,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,stg_pln_cnt_6m_12m_ftr_all,1.0,12.273300170898438,81.26804876327515,9.0,0.9297574312805129,False
0,6m_used_lmt_first_der_small_0_count,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,stg_pln_pay_off_sum_prc_amt_14d,6.0,108.19475841522217,81.26804876327515,9.0,0.9297574312805129,True
0,d360_apl_ord_ddf_mdl_ord_crt_dte_min,37.0,14883.387790679932,81.26804876327515,9.0,0.9297574312805129,True
0,stg_pln_min_prc_amt_3m_6m_ftr_cash,1.0,17.557100296020508,81.26804876327515,9.0,0.9297574312805129,False
0,12m_used_lmt_first_der_min,1.0,8.107620239257812,81.26804876327515,9.0,0.9297574312805129,False
0,first_day_diff_event_result_0_event_type_loan_all,15.0,354.5641026496887,81.26804876327515,9.0,0.9297574312805129,True
0,rsk_avl_lmt_ch_les_500_cnt_12m,11.0,389.99880027770996,81.26804876327515,9.0,0.9297574312805129,True
0,3stg_pln_repay_amt_first_der_small_0_count,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,ord_apl_suc_sum_prc_amt_90_day,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,stg_pln_pay_off_max_prc_amt_14d,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,clk_cnt_14d,29.0,661.6332037448883,81.26804876327515,9.0,0.9297574312805129,True
0,his_90_day_prc_amt_1_000_flg_suc_ord_cnt,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,ord_apl_suc_max_stg_num_90_day,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,d60_d90_apl_ord_cnt_rat_all,3.0,248.20091152191162,81.26804876327515,9.0,0.9297574312805129,True
0,d360_apl_ord_cnt_all,5.0,2450.0734252929688,81.26804876327515,9.0,0.9297574312805129,True
0,stg_pln_sum_prc_amt_6m_12m_ftr_cash,2.0,42.254499435424805,81.26804876327515,9.0,0.9297574312805129,False
0,his_csh_suc_ord_cnt,1.0,6.706120014190674,81.26804876327515,9.0,0.9297574312805129,False
0,ord_apl_cnt_720_day_19_23,1.0,7.61614990234375,81.26804876327515,9.0,0.9297574312805129,False
0,d730_avl_lmt_con_drp_month_max,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,ddf_6m_rep_dte_neg_7_crt_dt_max_prc_amt,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,d180_apl_ord_days_cnt_all,22.0,6505.446569442749,81.26804876327515,9.0,0.9297574312805129,True
0,payment_balancenotenough_day_6m,0.0,0.0,81.26804876327515,9.0,0.9297574312805129,False
0,cnt_other_info_cash_uid_recent_days_30,12.0,918.2986030578613,81.26804876327515,9.0,0.9297574312805129,True
